Date, Time, DS_name, num_DS, num_threads, thread_config, DS_config, duration, keyspace, interval, Op0, Op1, TotalOps
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 210, 160, 10, 2514610700, 2995379940, 5509990640
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 220, 160, 10, 2637452474, 3138849332, 5776301806
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 230, 160, 10, 2760708753, 3282957373, 6043666126
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 240, 160, 10, 2884751475, 3426637632, 6311389107
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 250, 160, 10, 3009145356, 3570499772, 6579645128
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 260, 160, 10, 3133878706, 3714321653, 6848200359
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 270, 160, 10, 3259183279, 3858827754, 7118011033
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 280, 160, 10, 3385260441, 4004141400, 7389401841
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 290, 160, 10, 3511645606, 4148491846, 7660137452
2026-02-02, 16:51:03, bst, 10000000, 128, reverse, regular, 300, 160, 10, 3526904777, 4092489059, 7619393836













2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 10, 80, 10, 33767758, 122433283, 156201041
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 20, 80, 10, 64373195, 228574463, 292947658
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 30, 80, 10, 94030276, 327848990, 421879266
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 40, 80, 10, 122125776, 424047213, 546172989
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 50, 80, 10, 149374905, 515016715, 664391620
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 60, 80, 10, 176208663, 606570715, 782779378
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 70, 80, 10, 202648411, 695221695, 897870106
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 80, 80, 10, 228916700, 784929045, 1013845745
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 90, 80, 10, 255132025, 874475657, 1129607682
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 100, 80, 10, 281085570, 963009605, 1244095175
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 110, 80, 10, 307108182, 1051467400, 1358575582
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 120, 80, 10, 333112207, 1139754566, 1472866773
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 130, 80, 10, 359316804, 1227354006, 1586670810
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 140, 80, 10, 385608350, 1316874656, 1702483006
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 150, 80, 10, 411911684, 1406431558, 1818343242
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 160, 80, 10, 438378712, 1496244317, 1934623029
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 170, 80, 10, 464948354, 1585735526, 2050683880
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 180, 80, 10, 491284965, 1676507680, 2167792645
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 190, 80, 10, 517600658, 1765702622, 2283303280
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 200, 80, 10, 543730665, 1853913724, 2397644389
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 210, 80, 10, 569835957, 1942053539, 2511889496
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 220, 80, 10, 595746078, 2030126943, 2625873021
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 230, 80, 10, 621759427, 2118512247, 2740271674
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 240, 80, 10, 648036087, 2207277787, 2855313874
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 250, 80, 10, 674086028, 2295368454, 2969454482
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 260, 80, 10, 699926742, 2382935927, 3082862669
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 270, 80, 10, 725604951, 2469651690, 3195256641
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 280, 80, 10, 751169356, 2556074739, 3307244095
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 290, 80, 10, 776871810, 2642875818, 3419747628
2026-02-05, 11:04:59, bst, 1000000, 128, numa, numa, 300, 80, 10, 803174218, 2687264854, 3490439072
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 10, 80, 10, 220802873, 215844810, 436647683
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 20, 80, 10, 437462451, 432845177, 870307628
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 30, 80, 10, 652117290, 649918906, 1302036196
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 40, 80, 10, 865631862, 866989729, 1732621591
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 50, 80, 10, 1080218842, 1084186468, 2164405310
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 60, 80, 10, 1294644842, 1301989002, 2596633844
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 70, 80, 10, 1509772678, 1520294485, 3030067163
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 80, 80, 10, 1725564988, 1738966440, 3464531428
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 90, 80, 10, 1942286344, 1957196401, 3899482745
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 100, 80, 10, 2158009328, 2175840409, 4333849737
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 110, 80, 10, 2373839120, 2393871521, 4767710641
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 120, 80, 10, 2588901854, 2611581959, 5200483813
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 130, 80, 10, 2804099388, 2828025473, 5632124861
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 140, 80, 10, 3018604519, 3044417121, 6063021640
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 150, 80, 10, 3232616860, 3261391065, 6494007925
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 160, 80, 10, 3447278395, 3478715009, 6925993404
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 170, 80, 10, 3661936813, 3696209048, 7358145861
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 180, 80, 10, 3876428663, 3912076223, 7788504886
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 190, 80, 10, 4091403351, 4129136840, 8220540191
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 200, 80, 10, 4307562916, 4348103158, 8655666074
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 210, 80, 10, 4523868586, 4566485361, 9090353947
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 220, 80, 10, 4740066032, 4784837690, 9524903722
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 230, 80, 10, 4956572718, 5003571144, 9960143862
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 240, 80, 10, 5172813150, 5222533182, 10395346332
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 250, 80, 10, 5388777115, 5440815066, 10829592181
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 260, 80, 10, 5604287258, 5658042024, 11262329282
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 270, 80, 10, 5819525045, 5874268458, 11693793503
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 280, 80, 10, 6034750142, 6091706946, 12126457088
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 290, 80, 10, 6249488751, 6308398864, 12557887615
2026-02-05, 11:10:02, bst, 1000000, 128, numa, regular, 300, 80, 10, 6365398119, 6526216326, 12891614445
